First Contact Date,First Contact Date1,First Contact Month,First Contact Year,Landing Page Id,Mql Id (Marketing Qualified Leads),Origin
2/16/2018 1:00:00 AM,"February 16, 2018",February 2018,2018,b76ef37428e6799c421989521c0e5077,6dda8f32d9ddc2a9ffe87be7d361a5c9,unknown
1/13/2018 1:00:00 AM,"January 13, 2018",January 2018,2018,1d4ddc25ccaa2adeded340b6eda66182,be8f254ef25c5a40ac8b395ed4fc6033,organic_search
1/15/2018 1:00:00 AM,"January 15, 2018",January 2018,2018,22c29808c4f815213303f8933030604c,3183fc21acb07e30098c42484e12d697,direct_traffic
2/23/2018 1:00:00 AM,"February 23, 2018",February 2018,2018,a7982125ff7aa3b2054c6e44f9d28522,8051b43253152a39fe9367c69b79b42b,organic_search
7/25/2017 2:00:00 AM,"July 25, 2017",July 2017,2017,3cd2a8301d5395f21cdd3094c9eaa2f4,443a4c031f05c42f729a1ff2ac219b5a,paid_search
7/13/2017 2:00:00 AM,"July 13, 2017",July 2017,2017,caef563a428392ddc7807d2a529413b9,e1b036022a6aaa7d187caae163216533,organic_search
3/12/2018 1:00:00 AM,"March 12, 2018",March 2018,2018,a7982125ff7aa3b2054c6e44f9d28522,29860f5735fc4987b5f8ef3ee2767847,unknown
4/14/2018 2:00:00 AM,"April 14, 2018",April 2018,2018,22c29808c4f815213303f8933030604c,4bdc2dfb783f8c24c6d0d032a623febc,organic_search
12/31/2017 1:00:00 AM,"December 31, 2017",December 2017,2017,22c29808c4f815213303f8933030604c,6d1ca411fcbc6a21484877d59be651db,display
9/11/2017 2:00:00 AM,"September 11, 2017",September 2017,2017,b48ec5f3b04e9068441002a19df93c6c,b12b646e693cbf411f8eaae5204ffdfe,organic_search
5/29/2018 2:00:00 AM,"May 29, 2018",May 2018,2018,ece960c5dab1a015cc1cb5a419b0c63b,e3154fc901362537cc34b26fd18f0f05,referral
5/2/2018 2:00:00 AM,"May 2, 2018",May 2018,2018,d83b0d0e48c8447d1d5507a44027a955,f101b87d3b9adb48f2016bf059067ea2,organic_search
4/15/2018 2:00:00 AM,"April 15, 2018",April 2018,2018,22c29808c4f815213303f8933030604c,a8b32485ea3dafd7c06f87afe4f7c6d2,social
5/8/2018 2:00:00 AM,"May 8, 2018",May 2018,2018,30534107aa0013db92899c96a1017d0b,2f0bf07b716733d56ffa0b68cfe3823f,social
12/31/2017 1:00:00 AM,"December 31, 2017",December 2017,2017,15cf89bab2c3163b4f9d8601d108f8b2,676c0c9be43fd984c92b0ecfdab3c0d9,display
1/26/2018 1:00:00 AM,"January 26, 2018",January 2018,2018,22c29808c4f815213303f8933030604c,5f62b80e297edbcbfb1bb211062834e9,paid_search
2/22/2018 1:00:00 AM,"February 22, 2018",February 2018,2018,a7982125ff7aa3b2054c6e44f9d28522,b62db8fadd1b177cc5ed1d239d6e2f1e,organic_search
5/11/2018 2:00:00 AM,"May 11, 2018",May 2018,2018,58326e62183c14b0c03085c33b9fdc44,f0b8024455e6c0cb3ab7495325afee5c,social
4/18/2018 2:00:00 AM,"April 18, 2018",April 2018,2018,0218f6be0b76aca72ab4d00ee9e8cf10,2f20c4826f9fabdb206537363642dd65,paid_search
9/26/2017 2:00:00 AM,"September 26, 2017",September 2017,2017,e492ee5eaf1697716985cc6f33f9cd9b,65855f77bb6ee720c0a940b9cf8101a9,referral
3/7/2018 1:00:00 AM,"March 7, 2018",March 2018,2018,f017be4dbf86243af5c1ebed0cff36a2,91ae48805e8e96055d454f043054059b,display
3/16/2018 1:00:00 AM,"March 16, 2018",March 2018,2018,b76ef37428e6799c421989521c0e5077,899c617012fd3225c396958f91b21f84,unknown
9/29/2017 2:00:00 AM,"September 29, 2017",September 2017,2017,f017be4dbf86243af5c1ebed0cff36a2,365aa59e779547d7e081b220f8fa67ac,organic_search
1/14/2018 1:00:00 AM,"January 14, 2018",January 2018,2018,22c29808c4f815213303f8933030604c,f5fee8f7da74f4887f5bcae2bafb6dd6,paid_search
1/3/2018 1:00:00 AM,"January 3, 2018",January 2018,2018,22c29808c4f815213303f8933030604c,82ade9609d9915ca5e830df04b7d90e2,referral
5/30/2018 2:00:00 AM,"May 30, 2018",May 2018,2018,d823616cbcb84fff516db22f366caaa5,1d833a78ef4b542f594ef2cd734e1d14,paid_search
3/28/2018 2:00:00 AM,"March 28, 2018",March 2018,2018,ea0650174e273c41e12002dcdd4708be,9cfc99e322c9ce9f0fcfe1843113b472,direct_traffic
2/5/2018 1:00:00 AM,"February 5, 2018",February 2018,2018,f017be4dbf86243af5c1ebed0cff36a2,2b6319cb1c507418504e28bf285072ee,organic_search
2/17/2018 1:00:00 AM,"February 17, 2018",February 2018,2018,5209e2e679d32a6619feb6942702fd14,4c721b2017d5fb477659ba48277446de,organic_search
7/6/2017 2:00:00 AM,"July 6, 2017",July 2017,2017,ee3c3bad6ed3eb9d5de56688d1f9c91b,9cb7b5ea641f6919eec4a49c7957c6e0,unknown
4/19/2018 2:00:00 AM,"April 19, 2018",April 2018,2018,58326e62183c14b0c03085c33b9fdc44,ce8d8333fc3f225ab596b0505fbdb2cf,social
4/5/2018 2:00:00 AM,"April 5, 2018",April 2018,2018,22c29808c4f815213303f8933030604c,fe629597eb47defc9ff1e96bbd47277c,direct_traffic
2/28/2018 1:00:00 AM,"February 28, 2018",February 2018,2018,b76ef37428e6799c421989521c0e5077,656b60bbc8395b4e80dc1cc6a3cf1ef2,organic_search
1/22/2018 1:00:00 AM,"January 22, 2018",January 2018,2018,241f79c7a8fe0270f4fb79fcbbcd17ad,0e4b276ab6c5b327772e80cc543a0049,paid_search
10/19/2017 2:00:00 AM,"October 19, 2017",October 2017,2017,a5f7caba65f90d45005f62cb85bced39,196a347f6fbe48ecb3c53a261119729e,email
10/10/2017 2:00:00 AM,"October 10, 2017",October 2017,2017,f98c2bd96ac4a5d9476734e790c91384,312ec7f8d4615d6dd78477a4f581c612,paid_search
8/7/2017 2:00:00 AM,"August 7, 2017",August 2017,2017,b76ef37428e6799c421989521c0e5077,56c25287be94f28752503a1cb341c896,organic_search
8/10/2017 2:00:00 AM,"August 10, 2017",August 2017,2017,ef0b482996664cc1107b9051efd3ca84,710ba53b0d353329706ee1bedf4b9b39,organic_search
9/12/2017 2:00:00 AM,"September 12, 2017",September 2017,2017,87732658ba41d8775e8577df347a64db,80b7b0e690b99b5246e4b11990fb8184,social
3/6/2018 1:00:00 AM,"March 6, 2018",March 2018,2018,b76ef37428e6799c421989521c0e5077,19e733acd3ee9f9362a484e5915c132b,unknown
7/10/2017 2:00:00 AM,"July 10, 2017",July 2017,2017,c2f7f172d3275d27cba772ab70ac3052,b34757e1761fdbe6d687ecf4d698447a,social
2/8/2018 1:00:00 AM,"February 8, 2018",February 2018,2018,88740e65d5d6b056e0cda098e1ea6313,8e7af20b649bd58357ffc4aa7cf5e88f,social
1/10/2018 1:00:00 AM,"January 10, 2018",January 2018,2018,a56671a54260a44923d32c2f08fad39c,96add356f09fd7a5941ebb73c114b051,direct_traffic
1/28/2018 1:00:00 AM,"January 28, 2018",January 2018,2018,21a104c3279681d9856b8a48723c4fee,8e952443b19bfc5d0b90e6c4eabcb8fb,
5/25/2018 2:00:00 AM,"May 25, 2018",May 2018,2018,58326e62183c14b0c03085c33b9fdc44,06dc745ebe65fdc0b40a6360a1876967,social
10/21/2017 2:00:00 AM,"October 21, 2017",October 2017,2017,ce1a65abd0973638f1c887a6efcfa82d,5134cb3d435ee631ad39aaa79f8874d0,direct_traffic
1/29/2018 1:00:00 AM,"January 29, 2018",January 2018,2018,65d9f9d71e562365e8b44037c2888d98,5ff3fd94bc09fae5dab3de636b8f130c,paid_search
5/9/2018 2:00:00 AM,"May 9, 2018",May 2018,2018,f80696b73d17fb34f5c4fde157f119d8,4cc863f5bb92c44a3936263859171e53,other_publicities
2/20/2018 1:00:00 AM,"February 20, 2018",February 2018,2018,88740e65d5d6b056e0cda098e1ea6313,936c567e63dabf5ab46ed2440f376fc8,social
4/26/2018 2:00:00 AM,"April 26, 2018",April 2018,2018,ce1a65abd0973638f1c887a6efcfa82d,1ca6bbff2b5e3a0f442e1407ec1c1654,organic_search
1/5/2018 1:00:00 AM,"January 5, 2018",January 2018,2018,707541550a71b1e700bbd4cf90677923,c3804daac5b8859f0975d20c9fe3370e,organic_search
10/9/2017 2:00:00 AM,"October 9, 2017",October 2017,2017,a0fbc0263cb98bdb0d72b9f9f283a172,ffe640179b554e295c167a2f6be528e0,unknown
5/20/2018 2:00:00 AM,"May 20, 2018",May 2018,2018,22c29808c4f815213303f8933030604c,e66d9dab8705f19bd91b48f1a6bc5487,organic_search
4/12/2018 2:00:00 AM,"April 12, 2018",April 2018,2018,73f31a40697cc90a86c1273563ac230e,8631e5b91354a846f00dbbf16ad94259,other
7/11/2017 2:00:00 AM,"July 11, 2017",July 2017,2017,c754e5846c791d26b1c34070c41adf6e,e7cdf7ba8ccaec414712f15d40280d50,other
7/8/2017 2:00:00 AM,"July 8, 2017",July 2017,2017,30077c17f2ec5010a82e37ad8925b95f,ac83d3f400e95a5d31e7c59d2743bf73,organic_search
1/29/2018 1:00:00 AM,"January 29, 2018",January 2018,2018,88740e65d5d6b056e0cda098e1ea6313,aa839cfb74f9e5ae2a89572a0093dd58,social
3/7/2018 1:00:00 AM,"March 7, 2018",March 2018,2018,88740e65d5d6b056e0cda098e1ea6313,a51d33efc990731cb31eb6e9bcf79670,social
5/11/2018 2:00:00 AM,"May 11, 2018",May 2018,2018,b76ef37428e6799c421989521c0e5077,280d8c73b56b79f1059539da36c7ae4a,
9/5/2017 2:00:00 AM,"September 5, 2017",September 2017,2017,87732658ba41d8775e8577df347a64db,a8de839ca3b50ef2eac03640ccf56afd,social
8/7/2017 2:00:00 AM,"August 7, 2017",August 2017,2017,22c29808c4f815213303f8933030604c,c2411c0857a5002c42d2b16457deba2f,paid_search
5/25/2018 2:00:00 AM,"May 25, 2018",May 2018,2018,330b9d44078a1ae5a221d655dcb77afa,2f159dfb71adadd9ed3956f59a97c248,email
8/27/2017 2:00:00 AM,"August 27, 2017",August 2017,2017,3cd2a8301d5395f21cdd3094c9eaa2f4,ef4fc148f9ea60330eb0df54b1349a2d,paid_search
2/6/2018 1:00:00 AM,"February 6, 2018",February 2018,2018,40dec9f3d5259a3d2dbcdab2114fae47,b94fba7670eeb44dce2a0d8eb790e9f5,organic_search
8/24/2017 2:00:00 AM,"August 24, 2017",August 2017,2017,22c29808c4f815213303f8933030604c,09ec0f40d1fec53253882a9f9f913cbd,referral
11/14/2017 1:00:00 AM,"November 14, 2017",November 2017,2017,b76ef37428e6799c421989521c0e5077,38d278dbb9c22bb5190e920ce2ed5fff,unknown
2/20/2018 1:00:00 AM,"February 20, 2018",February 2018,2018,e492ee5eaf1697716985cc6f33f9cd9b,c3e30ed7ac989117c7e1e719b4ac128f,direct_traffic
10/18/2017 2:00:00 AM,"October 18, 2017",October 2017,2017,b76ef37428e6799c421989521c0e5077,437aadef672e77658e88fa71c9bd224c,unknown
1/30/2018 1:00:00 AM,"January 30, 2018",January 2018,2018,40dec9f3d5259a3d2dbcdab2114fae47,010d18a1aeff169f741b6fe97fdd6a1d,paid_search
5/14/2018 2:00:00 AM,"May 14, 2018",May 2018,2018,b76ef37428e6799c421989521c0e5077,9c975e80ae0c16ac742ab69f9750ce6d,unknown
4/13/2018 2:00:00 AM,"April 13, 2018",April 2018,2018,b76ef37428e6799c421989521c0e5077,b02c89251106e1fdd9d92744be9f94f2,unknown
10/16/2017 2:00:00 AM,"October 16, 2017",October 2017,2017,c6f28f804cf6330e6de735ef6e6fe95c,56acc3070ab7205fcdb09ec5c8071dac,paid_search
11/24/2017 1:00:00 AM,"November 24, 2017",November 2017,2017,1722481ac9e5371e5099dea226b5421d,3aab3d6ff7ff48ac335703d9125ad2a7,display
3/24/2018 1:00:00 AM,"March 24, 2018",March 2018,2018,007f9098284a86ee80ddeb25d53e0af8,fc90ef8f569ff0eecfdc2c3860ee64a1,paid_search
9/15/2017 2:00:00 AM,"September 15, 2017",September 2017,2017,007f9098284a86ee80ddeb25d53e0af8,e7a7ba56b1be30e178cd52820e063396,paid_search
3/21/2018 1:00:00 AM,"March 21, 2018",March 2018,2018,ce1a65abd0973638f1c887a6efcfa82d,16ff2a6adf8f3b8d2ec7bb6777eac8a0,organic_search
3/21/2018 1:00:00 AM,"March 21, 2018",March 2018,2018,e492ee5eaf1697716985cc6f33f9cd9b,65c6cd63f9c7a97d36b6648b1795f35e,organic_search
1/1/2018 1:00:00 AM,"January 1, 2018",January 2018,2018,40dec9f3d5259a3d2dbcdab2114fae47,c24c47dd1b2e9aac64cab553d94a22d7,referral
3/20/2018 1:00:00 AM,"March 20, 2018",March 2018,2018,65d9f9d71e562365e8b44037c2888d98,e8520871e749a7ea9fb362d1805f28be,direct_traffic
11/16/2017 1:00:00 AM,"November 16, 2017",November 2017,2017,ce1a65abd0973638f1c887a6efcfa82d,f56fd81299f45d30fae410987983d000,organic_search
4/20/2018 2:00:00 AM,"April 20, 2018",April 2018,2018,ce1a65abd0973638f1c887a6efcfa82d,c1ca185ea0fad2ac9c1e9bf8e21c793e,organic_search
5/14/2018 2:00:00 AM,"May 14, 2018",May 2018,2018,a7982125ff7aa3b2054c6e44f9d28522,9078bbd890a90f1aa3c5e8d972394eb6,display
4/27/2018 2:00:00 AM,"April 27, 2018",April 2018,2018,58326e62183c14b0c03085c33b9fdc44,a90a37898cc5f2718385a2fb981caaff,social
3/14/2018 1:00:00 AM,"March 14, 2018",March 2018,2018,b76ef37428e6799c421989521c0e5077,2f384466a8f3cc12bbd45d984ff77765,unknown
4/4/2018 2:00:00 AM,"April 4, 2018",April 2018,2018,22c29808c4f815213303f8933030604c,f63d6b3e439d2ef66cf77266122a88bf,organic_search
7/8/2017 2:00:00 AM,"July 8, 2017",July 2017,2017,65d9f9d71e562365e8b44037c2888d98,5afa3c562f5bf2eff62de390e531c25d,paid_search
2/6/2018 1:00:00 AM,"February 6, 2018",February 2018,2018,e492ee5eaf1697716985cc6f33f9cd9b,943344b5f592e157b66b4b2c6843b301,organic_search
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,f017be4dbf86243af5c1ebed0cff36a2,13602f4cdec52bd97a46254441b3388d,other_publicities
11/8/2017 1:00:00 AM,"November 8, 2017",November 2017,2017,f98c2bd96ac4a5d9476734e790c91384,463c7558d4ac8301f0a761f91354aad2,unknown
4/26/2018 2:00:00 AM,"April 26, 2018",April 2018,2018,e492ee5eaf1697716985cc6f33f9cd9b,4ab9470d39a8977d187d3798564676b3,organic_search
4/26/2018 2:00:00 AM,"April 26, 2018",April 2018,2018,f017be4dbf86243af5c1ebed0cff36a2,2dbebc911a1207004e14e56b7a083fc6,organic_search
4/27/2018 2:00:00 AM,"April 27, 2018",April 2018,2018,30534107aa0013db92899c96a1017d0b,955ae0c84845908d3b53f191436ec1f1,social
1/8/2018 1:00:00 AM,"January 8, 2018",January 2018,2018,99b00c6e27db383d844d1763dbcbfe06,4ce4011e6bdfd15319697206ae16ea7f,organic_search
4/23/2018 2:00:00 AM,"April 23, 2018",April 2018,2018,40dec9f3d5259a3d2dbcdab2114fae47,f5a6556225bb4e85ce5be5dda9d05b8a,paid_search
10/18/2017 2:00:00 AM,"October 18, 2017",October 2017,2017,007f9098284a86ee80ddeb25d53e0af8,0173e8d8b1d94a355b440fb67388f532,paid_search
10/26/2017 2:00:00 AM,"October 26, 2017",October 2017,2017,88740e65d5d6b056e0cda098e1ea6313,04e85c80a49b7b5a54537facf38a28b8,social
5/2/2018 2:00:00 AM,"May 2, 2018",May 2018,2018,f017be4dbf86243af5c1ebed0cff36a2,af2de23c98a456d8fe1171e3e0395e32,organic_search
8/22/2017 2:00:00 AM,"August 22, 2017",August 2017,2017,8a003712c92f483cef1dcb70635ebc7a,a1950012395742fd71f4fdd4cba9414e,email
4/2/2018 2:00:00 AM,"April 2, 2018",April 2018,2018,01850876d34b43494b5f9879c366877b,2538ccba4cdbde6974a7a6a61c7d8f24,unknown
1/17/2018 1:00:00 AM,"January 17, 2018",January 2018,2018,864a3926849a5f8043323b1a6ef0fb26,95fcfe6012d7851f874cde5d3cb7e980,paid_search
1/27/2018 1:00:00 AM,"January 27, 2018",January 2018,2018,40dec9f3d5259a3d2dbcdab2114fae47,065940d7612634b4e81f593f6ce19418,paid_search
9/12/2017 2:00:00 AM,"September 12, 2017",September 2017,2017,6323b8a5b98bfda127cb1cdfd4a40fbb,d802a3e63c700493242d9d104389c7df,email
4/29/2018 2:00:00 AM,"April 29, 2018",April 2018,2018,22c29808c4f815213303f8933030604c,309eabc665c773760a1c0e4e318df2ad,organic_search
7/14/2017 2:00:00 AM,"July 14, 2017",July 2017,2017,5ce25abc7206b8285aa756867eb2c590,71d54f4b09795d02cbc6959c1145e886,display
11/24/2017 1:00:00 AM,"November 24, 2017",November 2017,2017,1722481ac9e5371e5099dea226b5421d,42c089a7e6899fe52a40bbbf7148e4e2,organic_search
2/21/2018 1:00:00 AM,"February 21, 2018",February 2018,2018,22c29808c4f815213303f8933030604c,232049f5aff15800ce41a9a7c4cf6730,social
5/5/2018 2:00:00 AM,"May 5, 2018",May 2018,2018,58326e62183c14b0c03085c33b9fdc44,9221cc350ac177eee820422285504985,social
7/7/2017 2:00:00 AM,"July 7, 2017",July 2017,2017,22c29808c4f815213303f8933030604c,0138fa79ed7cc7113e031e4ac11bd26a,
2/5/2018 1:00:00 AM,"February 5, 2018",February 2018,2018,b76ef37428e6799c421989521c0e5077,78d78a6d9952bcd96e3394f8f3c7c89d,unknown
3/22/2018 1:00:00 AM,"March 22, 2018",March 2018,2018,241f79c7a8fe0270f4fb79fcbbcd17ad,de5217ec03f9420c3a82973ef073279b,paid_search
10/9/2017 2:00:00 AM,"October 9, 2017",October 2017,2017,1722481ac9e5371e5099dea226b5421d,e8432fb72c61c9066957124e5a420a05,
1/14/2018 1:00:00 AM,"January 14, 2018",January 2018,2018,22c29808c4f815213303f8933030604c,ffc87aa6d02f68087d1978176980b783,referral
7/20/2017 2:00:00 AM,"July 20, 2017",July 2017,2017,5ce25abc7206b8285aa756867eb2c590,b34c9107f787d3a7ac13ba69ce65434d,display
2/4/2018 1:00:00 AM,"February 4, 2018",February 2018,2018,88740e65d5d6b056e0cda098e1ea6313,4e4e70d504b4c0006c8287dedc99d0fc,social
4/14/2018 2:00:00 AM,"April 14, 2018",April 2018,2018,58326e62183c14b0c03085c33b9fdc44,303d834ae7ba59a8233f9b0bd60998fe,social
10/27/2017 2:00:00 AM,"October 27, 2017",October 2017,2017,e492ee5eaf1697716985cc6f33f9cd9b,b19589a2ef8be9a8f2f3bace66d77e77,other
4/9/2018 2:00:00 AM,"April 9, 2018",April 2018,2018,b76ef37428e6799c421989521c0e5077,2f54574b6d12a25b2129c3466f9979fa,paid_search
2/21/2018 1:00:00 AM,"February 21, 2018",February 2018,2018,b6885f18d203a61176418c1fb3764815,408a9c4a79800232ac656249af3162eb,paid_search
4/11/2018 2:00:00 AM,"April 11, 2018",April 2018,2018,b76ef37428e6799c421989521c0e5077,c52caddded0b8beec90aa67a3b812622,unknown
8/12/2017 2:00:00 AM,"August 12, 2017",August 2017,2017,87732658ba41d8775e8577df347a64db,e1b0e6b958ea38f4dae5f9d24730ef05,social
3/9/2018 1:00:00 AM,"March 9, 2018",March 2018,2018,686e82dd914f82d16ef05415f4419d4f,88fc9401f1a0964149d7659b140c39c7,unknown
3/8/2018 1:00:00 AM,"March 8, 2018",March 2018,2018,da14b7e2eb0d1eecf65abbd05a31c87d,ecb369befefc67e57056c2c89ab1af20,display
5/15/2018 2:00:00 AM,"May 15, 2018",May 2018,2018,58326e62183c14b0c03085c33b9fdc44,d94500cbf74c4ea234acc780c04913a2,social
4/23/2018 2:00:00 AM,"April 23, 2018",April 2018,2018,73fec6021437e723ff5adae8dff89e23,24a0f25cbb04c099f7ad15dfb0447ba1,social
5/16/2018 2:00:00 AM,"May 16, 2018",May 2018,2018,9fa37f5177115156b1814ffc237402a6,550087d2dcb6ff5567452f2efcadb8c4,paid_search
2/19/2018 1:00:00 AM,"February 19, 2018",February 2018,2018,5da54625ee0a9560dc9b9b9f6ccb03d0,b3e31e79453990477407f7baa2c27d70,email
4/17/2018 2:00:00 AM,"April 17, 2018",April 2018,2018,b250fcac4a31f0677417f892ef87f02d,3f54048b64be285aa15f4347fa284817,email
4/28/2018 2:00:00 AM,"April 28, 2018",April 2018,2018,30534107aa0013db92899c96a1017d0b,84094c9f8dc82c57cae08d3cd0acb96f,social
12/14/2017 1:00:00 AM,"December 14, 2017",December 2017,2017,caef563a428392ddc7807d2a529413b9,dc26c5197ace46abe960095b7a46a8e9,direct_traffic
11/13/2017 1:00:00 AM,"November 13, 2017",November 2017,2017,fd660f5d9a62d444c76191307b3a0514,f9e00dc9c33ce95e5a4645771b81bc1d,email
2/16/2018 1:00:00 AM,"February 16, 2018",February 2018,2018,65d9f9d71e562365e8b44037c2888d98,cac06d4ace00a7b39564429b57e07a72,paid_search
4/15/2018 2:00:00 AM,"April 15, 2018",April 2018,2018,22c29808c4f815213303f8933030604c,c556184b3fe2087834850b68fa435cee,direct_traffic
1/31/2018 1:00:00 AM,"January 31, 2018",January 2018,2018,22c29808c4f815213303f8933030604c,d256e49359ddb82dc0659cb2061cb2ee,organic_search
3/21/2018 1:00:00 AM,"March 21, 2018",March 2018,2018,40dec9f3d5259a3d2dbcdab2114fae47,740bddcc602c597abda096a90ebb476a,paid_search
5/11/2018 2:00:00 AM,"May 11, 2018",May 2018,2018,58326e62183c14b0c03085c33b9fdc44,3eed6d27b0b2dd008c1be88cce8245fc,social
1/19/2018 1:00:00 AM,"January 19, 2018",January 2018,2018,87d670b00a8db612286ba8419cf82e83,27424f3a283c39027eb12a690d4b6d39,social
4/5/2018 2:00:00 AM,"April 5, 2018",April 2018,2018,c70eb6fb5bd6e939b0d5ef32f21f61e8,8155cf9d25c763ee101e424ec5cac948,direct_traffic
1/2/2018 1:00:00 AM,"January 2, 2018",January 2018,2018,88740e65d5d6b056e0cda098e1ea6313,d3cc126a20cc1d4c30246461bd4424bb,social
1/14/2018 1:00:00 AM,"January 14, 2018",January 2018,2018,ce1a65abd0973638f1c887a6efcfa82d,6e4fd1f8d7082b92ba9842ab88aab57e,organic_search
3/6/2018 1:00:00 AM,"March 6, 2018",March 2018,2018,22c29808c4f815213303f8933030604c,4a64e3c8f85fa662586e8998b3a9bb77,direct_traffic
3/13/2018 1:00:00 AM,"March 13, 2018",March 2018,2018,daa9619c6f8ed06d059265dca0f9257f,eea86d31fb5dda6d18f0e716591310c4,email
4/4/2018 2:00:00 AM,"April 4, 2018",April 2018,2018,58326e62183c14b0c03085c33b9fdc44,f0d4c58768543ca9483599f6f9410980,social
11/13/2017 1:00:00 AM,"November 13, 2017",November 2017,2017,fd660f5d9a62d444c76191307b3a0514,6ba667e88fcf8fa9c8d633ca5f198a48,email
3/18/2018 1:00:00 AM,"March 18, 2018",March 2018,2018,c35447dcd1a50b2e2ee3184be602b597,b20ec3227487235bbe4117ced1337719,social
11/30/2017 1:00:00 AM,"November 30, 2017",November 2017,2017,b76ef37428e6799c421989521c0e5077,051c04b3816292c5145c6fe53c025719,social
1/10/2018 1:00:00 AM,"January 10, 2018",January 2018,2018,b76ef37428e6799c421989521c0e5077,dc377cb284d45f3425140456dd4cceef,unknown
4/1/2018 2:00:00 AM,"April 1, 2018",April 2018,2018,22c29808c4f815213303f8933030604c,567d9451c6f346cf203e6143455a6653,organic_search
9/19/2017 2:00:00 AM,"September 19, 2017",September 2017,2017,241f79c7a8fe0270f4fb79fcbbcd17ad,a835b85d71f258f45c97a98864ad067b,direct_traffic
4/12/2018 2:00:00 AM,"April 12, 2018",April 2018,2018,36b6e21a46b7b35a459bed735785772a,5003a4ae7ba6a9b3f0eb6b463cf09aeb,organic_search
1/25/2018 1:00:00 AM,"January 25, 2018",January 2018,2018,40dec9f3d5259a3d2dbcdab2114fae47,d2d0cd4ce0710569cf620c2a4f598aa8,paid_search
1/23/2018 1:00:00 AM,"January 23, 2018",January 2018,2018,30077c17f2ec5010a82e37ad8925b95f,67455a0673f5cf26deae5b270c003e83,direct_traffic
2/27/2018 1:00:00 AM,"February 27, 2018",February 2018,2018,30077c17f2ec5010a82e37ad8925b95f,9bcdf1b62703e7e48976eb9dd86ebb3e,referral
7/17/2017 2:00:00 AM,"July 17, 2017",July 2017,2017,f4cb9c7b1dc31afca77d4896d2ae8d4b,7b889da86fa368b083e6b41f1c879fa9,organic_search
4/1/2018 2:00:00 AM,"April 1, 2018",April 2018,2018,a77dcf0bf420ced5e37baae9b5daffa4,4e253f59ce72377038ab855694e4903c,social
4/23/2018 2:00:00 AM,"April 23, 2018",April 2018,2018,22c29808c4f815213303f8933030604c,84ea3a7910c3ca971d4718adf0f707f2,direct_traffic
1/19/2018 1:00:00 AM,"January 19, 2018",January 2018,2018,22c29808c4f815213303f8933030604c,5a9fa2197c5e405543c00bd501751082,display
